Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas,tfidf_aberta,tfidf_ad,tfidf_adidas,tfidf_adistar,tfidf_adorno,tfidf_agulha,tfidf_aju,tfidf_ajuste,tfidf_al,tfidf_alca,tfidf_all,tfidf_along,tfidf_alpargata,tfidf_alta,tfidf_alto,tfidf_am,tfidf_amar,tfidf_amarelo,tfidf_amarracao,tfidf_an,tfidf_anab,tfidf_anabel,tfidf_anabela,tfidf_anacapri,tfidf_ani,tfidf_animal,tfidf_apli,tfidf_aplicac,tfidf_aplicaca,tfidf_aplicacao,tfidf_aplicaco,tfidf_aplique,tfidf_apliques,tfidf_areia,tfidf_arezzo,tfidf_arred,tfidf_arredond,tfidf_arredondada,tfidf_arredondado,tfidf_asics,tfidf_authentic,tfidf_azul,tfidf_ba,tfidf_baix,tfidf_baixa,tfidf_baixo,tfidf_balance,tfidf_ballet,tfidf_barcelos,tfidf_beach,tfidf_bebece,tfidf_becece,tfidf_beece,tfidf_bege,tfidf_beira,tfidf_bepece,tfidf_bi,tfidf_bic,tfidf_bico,tfidf_bicolo,tfidf_biker,tfidf_bisch,tfidf_bischoff,tfidf_bl,tfidf_blo,tfidf_bloc,tfidf_bloco,tfidf_bo,tfidf_bolsa,tfidf_boneca,tfidf_bordo,tfidf_bota,tfidf_bottero,tfidf_br,tfidf_branca,tfidf_branco,tfidf_brazil,tfidf_bridao,tfidf_brilhan,tfidf_brilhante,tfidf_brilhantes,tfidf_brilhosas,tfidf_bronze,tfidf_ca,tfidf_cabedal,tfidf_cada,tfidf_cadarco,tfidf_cafe,tfidf_caixa,tfidf_camu,tfidf_camurca,tfidf_can,tfidf_cano,tfidf_capodarte,tfidf_caramel,tfidf_caramelo,tfidf_casual,tfidf_chelsea,tfidf_chinelo,tfidf_chuck,tfidf_chunky,tfidf_cinza,tfidf_claro,tfidf_classic,tfidf_classico,tfidf_clog,tfidf_co,tfidf_coca,tfidf_coentruda,tfidf_cola,tfidf_colcci,tfidf_color,tfidf_comfortflex,tfidf_cont,tfidf_contrasta,tfidf_control,tfidf_converse,tfidf_cor,tfidf_corrente,tfidf_cos,tfidf_coturno,tfidf_cou,tfidf_couro,tfidf_croc,tfidf_croco,tfidf_cruzadas,tfidf_curto,tfidf_cut,tfidf_dad,tfidf_dakota,tfidf_decon,tfidf_decora,tfidf_decorativa,tfidf_dedo,tfidf_delicado,tfidf_design,tfidf_det,tfidf_deta,tfidf_detalh,tfidf_detalhe,tfidf_detalhes,tfidf_doura,tfidf_dourad,tfidf_dourada,tfidf_dourado,tfidf_drapeada,tfidf_drifter,tfidf_duas,tfidf_elastico,tfidf_entr,tfidf_entrela,tfidf_entrelac,tfidf_entrelacada,tfidf_entrelacadas,tfidf_env,tfidf_es,tfidf_escuro,tfidf_esfe,tfidf_esferas,tfidf_espadrille,tfidf_estampa,tfidf_excite,tfidf_exp,tfidf_faixa,tfidf_farm,tfidf_fechada,tfidf_fechado,tfidf_fem,tfidf_feminina,tfidf_feminino,tfidf_fi,tfidf_fila,tfidf_filmore,tfidf_fin,tfidf_fina,tfidf_finas,tfidf_fino,tfidf_fisherman,tfidf_fiv,tfidf_five,tfidf_fivel,tfidf_fivela,tfidf_fivelas,tfidf_flare,tfidf_flat,tfidf_flatform,tfidf_floral,tfidf_flores,tfidf_foafer,tfidf_foam,tfidf_forum,tfidf_franjas,tfidf_free,tfidf_frontal,tfidf_fx,tfidf_garrafa,tfidf_gazelle,tfidf_ge,tfidf_gel,tfidf_geometrico,tfidf_ghostride,tfidf_grafite,tfidf_grosso,tfidf_handball,tfidf_hotfix,tfidf_ii,tfidf_ilhos,tfidf_in,tfidf_incolor,tfidf_infinion,tfidf_japan,tfidf_jeans,tfidf_jorge,tfidf_kit,tfidf_knee,tfidf_knit,tfidf_knu,tfidf_kolosh,tfidf_lace,tfidf_laco,tfidf_lanca,tfidf_laranja,tfidf_larga,tfidf_largas,tfidf_laser,tfidf_lateral,tfidf_lezard,tfidf_lightbl,tfidf_lisa,tfidf_liso,tfidf_listrado,tfidf_listras,tfidf_lite,tfidf_loafer,tfidf_logo,tfidf_lolla,tfidf_lona,tfidf_long,tfidf_loucos,tfidf_lover,tfidf_low,tfidf_lt,tfidf_luiza,tfidf_made,tfidf_mamma,tfidf_manila,tfidf_manu,tfidf_mar,tfidf_marinho,tfidf_marrom,tfidf_marte,tfidf_mary,tfidf_masculino,tfidf_matela,tfidf_matelasse,tfidf_maxi,tfidf_med,tfidf_medi,tfidf_media,tfidf_medio,tfidf_mega,tfidf_melissa,tfidf_met,tfidf_meta,tfidf_metal,tfidf_metali,tfidf_metalico,tfidf_metaliz,tfidf_metalizada,tfidf_metalizadas,tfidf_metalizado,tfidf_mia,tfidf_mississipi,tfidf_mocassim,tfidf_modare,tfidf_moderno,tfidf_moleca,tfidf_monograma,tfidf_montaria,tfidf_mooncity,tfidf_mte,tfidf_mule,tfidf_necessaire,tfidf_new,tfidf_nimbus,tfidf_nobuck,tfidf_novablast,tfidf_nude,tfidf_nyc,tfidf_off,tfidf_og,tfidf_old,tfidf_oliva,tfidf_on,tfidf_onca,tfidf_originals,tfidf_osklen,tfidf_over,tfidf_palermo,tfidf_papete,tfidf_pedrari,tfidf_pedraria,tfidf_pedrarias,tfidf_pedras,tfidf_peludo,tfidf_perfume,tfidf_perfurado,tfidf_perfuros,tfidf_pesponto,tfidf_pingente,tfidf_plataforma,tfidf_platform,tfidf_platino,tfidf_platinum,tfidf_pont,tfidf_ponta,tfidf_ponteira,tfidf_possession,tfidf_prata,tfidf_prateada,tfidf_preta,tfidf_preto,tfidf_pretp,tfidf_print,tfidf_puma,tfidf_qu,tfidf_quad,tfidf_quadrada,tfidf_quadrado,tfidf_racer,tfidf_ramarim,tfidf_range,tfidf_rasteira,tfidf_rasteirinha,tfidf_recort,tfidf_recorte,tfidf_recortes,tfidf_redonda,tfidf_redondo,tfidf_retro,tfidf_rio,tfidf_rosa,tfidf_rose,tfidf_rubi,tfidf_runner,tfidf_rw,tfidf_sa,tfidf_sal,tfidf_salt,tfidf_salto,tfidf_samba,tfidf_sand,tfidf_sandalia,tfidf_santa,tfidf_santos,tfidf_sapatilha,tfidf_sapato,tfidf_scarpin,tfidf_sintetico,tfidf_skool,tfidf_sl,tfidf_slide,tfidf_slin,tfidf_slingb,tfidf_slingback,tfidf_slip,tfidf_slipper,tfidf_snake,tfidf_sneaker,tfidf_sola,tfidf_solado,tfidf_speed,tfidf_speedcat,tfidf_speedzone,tfidf_spezial,tfidf_spikes,tfidf_sportswear,tfidf_star,tfidf_strass,tfidf_striker,tfidf_suede,tfidf_sun,tfidf_superiores,tfidf_superstar,tfidf_ta,tfidf_tac,tfidf_taca,tfidf_tachas,tfidf_taekwond,tfidf_taekwondo,tfidf_tamanco,tfidf_taylor,tfidf_tenis,tfidf_tex,tfidf_text,tfidf_textil,tfidf_textu,tfidf_textur,tfidf_textura,tfidf_texturi,tfidf_texturizada,tfidf_texturizado,tfidf_the,tfidf_thong,tfidf_ti,tfidf_tir,tfidf_tira,tfidf_tiras,tfidf_toalha,tfidf_toffee,tfidf_tokyo,tfidf_tr,tfidf_tra,tfidf_trama,tfidf_tramada,tfidf_tramadas,tfidf_tran,tfidf_tranca,tfidf_trancad,tfidf_trancada,tfidf_trancado,tfidf_transpasse,tfidf_traseiro,tfidf_tratorada,tfidf_tratorado,tfidf_tresse,tfidf_tropical,tfidf_true,tfidf_ua,tfidf_ultrarange,tfidf_unissex,tfidf_uno,tfidf_urban,tfidf_urbano,tfidf_usaflex,tfidf_vaca,tfidf_vans,tfidf_vaz,tfidf_vazado,tfidf_velcro,tfidf_verde,tfidf_vermelha,tfidf_vermelho,tfidf_vern,tfidf_verniz,tfidf_via,tfidf_vicenza,tfidf_vinho,tfidf_vintage,tfidf_vizzano,tfidf_warm,tfidf_wh,tfidf_white,tfidf_wm,tfidf_xl,tfidf_ziper
Jorge Bischoff,Marrom,Dafiti,Bota Feminina Jorge Bischoff Cano Alto Marrom,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 1.199,00","R$ 589,99","R$ 627,65",10x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4632534315755882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3857012919312158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3330207574658248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3252266168586199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13431270400501025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3837837175980528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27376825735575655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arezzo,Preto,Dafiti,Bota Feminina Arezzo Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 599,90","R$ 563,90","R$ 599,89",10x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5525157804347905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41922296116509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885242170434623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794310530017232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15669815467251197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333379717962034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arezzo,Marrom,Dafiti,Bota Feminina Arezzo Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 599,90","R$ 563,90","R$ 599,89",10x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5525157804347905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41922296116509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885242170434623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794310530017232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15669815467251197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3193963002483826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adidas Originals,Marrom,Dafiti,Tênis adidas Originals SL 72 OG Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x,0.0,0.0,0.6680403105281149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3193963002483826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8687024445824375,0.0,0.0,0.0,0.0,0.6765891929260399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990893707147631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2490976333491171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adidas Originals,Preto,Dafiti,Tênis adidas Originals Superstar Slip On Preto,"Calçados,Calçados Femininos,Tênis,Slip On,Tênis Casual,Esporte,Esporte Feminino,Calçados,Tênis Performance","R$ 399,99","R$ 299,99","R$ 319,14",5x,0.0,0.0,0.5726059804526699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55263998868479,0.0,0.5799335939366056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34268627867636975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55263998868479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0005677338175256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2135122571563861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
