Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Salto Bloco Preta,"Calçados,Calçados Femininos,Tamanco","R$ 119,99","R$ 79,99","R$ 85,10",1x
Jorge Bischoff,Caramelo,Dafiti,Scarpin Feminino Jorge Bischoff Couro Te...,"Calçados,Calçados Femininos,Scarpin","R$ 499,00","R$ 279,99","R$ 297,86",4x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Plataforma Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 169,99","R$ 119,99","R$ 127,65",2x
Vizzano,Dourado,Dafiti,Sandália Feminina Vizzano Anabela Dourada,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 179,99","R$ 129,99","R$ 138,29",2x
Modare,Off-white,Dafiti,Sapatilha Feminina Modare Detalhe Metali...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 139,90","R$ 99,99","R$ 106,37",1x
Vizzano,Off-white,Dafiti,Sandália Feminina Vizzano Salto Bloco Off-White,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 119,99","R$ 127,65",2x
Vizzano,Preto,Dafiti,Mocassim Vizzano Camurça Preto,"Calçados,Calçados Femininos,Mocassim","R$ 149,99","R$ 64,99","R$ 69,14",1x
Via Mia,Nude,Dafiti,Sapatilha Via Mia Lisa Nude,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 99,99","R$ 64,99","R$ 69,14",1x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Franjas Salto ...,"Calçados,Calçados Femininos,Sandálias","R$ 179,90","R$ 89,99","R$ 95,73",1x
Vizzano,Caramelo,Dafiti,Rasteira Papete Vizzano Aplicação Caramelo,"Calçados,Calçados Femininos,Papete","R$ 119,99","R$ 59,99","R$ 63,82",1x
Arezzo,Marrom,Dafiti,Sapatilha Arezzo Ponta Fina Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 249,99","R$ 234,99","R$ 249,99",4x
Moleca,Off-white,Dafiti,Rasteira Feminina Moleca Tiras Brilhante...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,90","R$ 79,99","R$ 85,10",1x
Vizzano,Nude,Dafiti,Sandália Feminina Vizzano Salto Bloco Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 119,99","R$ 127,65",2x
Bebecê,Caramelo,Dafiti,Scarpin Feminino Bebecê Salto Bloco Tira...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Beira Rio,Vinho,Dafiti,Sandália Beira Rio Salto Bloco Médio Vinho,"Calçados,Calçados Femininos,Sandálias","R$ 119,90","R$ 79,99","R$ 85,10",1x
Beira Rio,Marrom,Dafiti,Sandália Feminina Beira Rio Salto Grosso Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 119,99","R$ 127,65",2x
Usaflex,Marrom,Dafiti,Sandália Feminina Usaflex Salto Baixo De...,"Calçados,Calçados Femininos,Sandálias","R$ 199,99","R$ 139,99","R$ 148,93",2x
Moleca,Bege,Dafiti,Sapatilha Moleca Perfuros Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 59,90","R$ 43,99","R$ 46,80",1x
Santa Lolla,Marrom,Dafiti,Mocassim Santa Lolla Bridão Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 289,90","R$ 159,99","R$ 170,20",2x
Bebecê,Rosa,Dafiti,Scarpin Feminino Bebecê Bico Fino Salto ...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 94,99","R$ 101,05",1x
Santa Lolla,Preto,Dafiti,Sandália Santa Lolla Tira Hotfix Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 309,99","R$ 154,99","R$ 164,88",2x
Asics,Cinza,Dafiti,Tênis Feminino Asics Gel-Excite 11 Cinza,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,99","R$ 329,99","R$ 351,05",5x
Fila,Branco,Dafiti,Tênis  Fila Fx-2 Vintage Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 899,99","R$ 379,99","R$ 404,24",6x
Mississipi,Marrom,Dafiti,Bota Feminina Mississipi Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 269,99","R$ 149,99","R$ 159,56",2x
Bebecê,Prata,Dafiti,Scarpin Feminino Bebecê Ponta Fina Metal...,"Calçados,Calçados Femininos,Scarpin","R$ 189,90","R$ 119,99","R$ 127,65",2x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Anabela Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 169,99","R$ 119,99","R$ 127,65",2x
Via Mia,Caramelo,Dafiti,Sandália Flatform Via Mia Lisa Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Plataforma","R$ 219,99","R$ 139,99","R$ 148,93",2x
Luiza Barcelos,Preto,Dafiti,Scarpin Feminino Luiza Barcelos Salto Qu...,"Calçados,Calçados Femininos,Scarpin","R$ 599,90","R$ 359,99","R$ 382,97",6x
Lança Perfume,Preto,Dafiti,Rasteira Feminina Lança Perfume Fechada Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 463,00","R$ 299,99","R$ 319,14",5x
Converse,Dourado,Dafiti,Tênis Feminino Converse Chuck Taylor All...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 399,90",N/A,"R$ 399,90",6x
Luiza Barcelos,Prata,Dafiti,Rasteira Feminina Luiza Barcelos Tiras M...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 299,90","R$ 229,99","R$ 244,67",4x
Lança Perfume,Preto,Dafiti,Rasteira Feminina Lança Perfume Pedrarias Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 263,00","R$ 139,99","R$ 148,93",2x
Santa Lolla,Bege,Dafiti,Sapatilha Mule Santa Lolla Tiras E Fivelas Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 199,90","R$ 119,99","R$ 127,65",2x
Asics,Preto,Dafiti,Tênis Feminino Asics Gel Nimbus 28 Platinum Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 1.399,99","R$ 1.315,98","R$ 1.399,98",10x
Jorge Bischoff,Azul Marinho,Dafiti,Tênis Feminino Jorge Bischoff Slip On Ca...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,00","R$ 249,99","R$ 265,95",4x
Jorge Bischoff,Marrom,Dafiti,Scarpin Feminino Jorge Bischoff Couro Sl...,"Calçados,Calçados Femininos,Scarpin","R$ 599,00","R$ 359,99","R$ 382,97",6x
Ramarim,Marrom,Dafiti,Scarpin Ramarim Verniz Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 169,99","R$ 79,99","R$ 85,10",1x
Santa Lolla,Bege,Dafiti,Rasteira Feminina Santa Lolla Trançada A...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 199,90","R$ 119,99","R$ 127,65",2x
Loucos e Santos,Marrom,Dafiti,Sapato Fechado Feminino Loucos e Santos ...,"Calçados,Calçados Femininos,Scarpin","R$ 399,00","R$ 209,99","R$ 223,39",3x
Moleca,Off-white,Dafiti,Sandália Baixa Moleca Duas Tiras Brilhan...,"Calçados,Calçados Femininos,Sandálias","R$ 119,90","R$ 59,99","R$ 63,82",1x
Beira Rio,Dourado,Dafiti,Sandália Feminina Beira Rio Salto Bloco Dourado,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 119,99","R$ 127,65",2x
Santa Lolla,Vinho,Dafiti,Sandália Feminina Santa Lolla Salto Alto Vinho,"Calçados,Calçados Femininos,Tamanco","R$ 199,90","R$ 139,99","R$ 148,93",2x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Tiras Tran...,"Calçados,Calçados Femininos,Sandálias","R$ 399,90","R$ 179,99","R$ 191,48",3x
VIA UNO,Preto,Dafiti,Sandália Via Uno Tira Hotfix Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 59,99","R$ 63,82",1x
Luiza Barcelos,Marrom,Dafiti,Sandália Feminina Luiza Barcelos Salto M...,"Calçados,Calçados Femininos,Tamanco","R$ 599,90","R$ 409,99","R$ 436,16",7x
Asics,Preto,Dafiti,Tênis Feminino Asics Gel Excite 11 Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,99","R$ 369,99","R$ 393,61",6x
Melissa,Preto,Dafiti,Chinelo Melissa Sun Long Beach Ii Ad Preto,"Calçados,Calçados Femininos,Chinelos","R$ 89,90","R$ 84,50","R$ 89,89",1x
Beira Rio,Bege,Dafiti,Sandália Feminina Beira Rio Tiras Cruzadas Bege,"Calçados,Calçados Femininos,Sandálias","R$ 89,90","R$ 64,99","R$ 69,14",1x
Vizzano,Bege,Dafiti,Mule Feminino Vizzano Salto Plataforma Bege,"Calçados,Calçados Femininos,Mocassim","R$ 199,90","R$ 144,99","R$ 154,24",2x
Bottero,Marrom,Dafiti,Bota Feminina Bottero Cano Baixo Salto Fino Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 499,99","R$ 359,99","R$ 382,97",6x
Beira Rio,Marrom,Dafiti,Rasteira Feminina Beira Rio Detalhe Meta...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 64,99","R$ 69,14",1x
Beira Rio,Caramelo,Dafiti,Sandália Feminina Beira Rio Salto Bloco Caramelo,"Calçados,Calçados Femininos,Tamanco","R$ 129,99","R$ 79,99","R$ 85,10",1x
Bebecê,Preto,Dafiti,Scarpin Feminino Bebecê Salto Bloco Bico...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Santa Lolla,Preto,Dafiti,Tênis Santa Lolla Liso Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 129,99","R$ 138,29",2x
Santa Lolla,Marrom,Dafiti,Bota Feminina Santa Lolla Cano Alto Couro Marrom,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 599,90","R$ 449,99","R$ 478,71",7x
Santa Lolla,Marrom,Dafiti,Sapatilha Feminina Santa Lolla Laço Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 229,90","R$ 169,99","R$ 180,84",3x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Salto Quadrado Preta,"Calçados,Calçados Femininos,Tamanco","R$ 169,90","R$ 119,99","R$ 127,65",2x
Luiza Barcelos,Vermelho,Dafiti,Sandália Feminina Luiza Barcelos Salto A...,"Calçados,Calçados Femininos,Tamanco","R$ 699,90","R$ 199,99","R$ 212,76",3x
Fila,Preto,Dafiti,Chinelo  Fila Drifter Foam Preto,"Calçados,Calçados Femininos,Chinelos","R$ 149,99","R$ 79,99","R$ 85,10",1x
Colcci,Preto,Dafiti,Rasteira Feminina Colcci Tiras Cruzadas ...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 249,99","R$ 139,99","R$ 148,93",2x
Santa Lolla,Nude,Dafiti,Sapatilha Feminina Santa Lolla Vazado Nude,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 249,90","R$ 179,99","R$ 191,48",3x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Salto Anab...,"Calçados,Calçados Femininos,Sandálias","R$ 259,99","R$ 179,99","R$ 191,48",3x
Jorge Bischoff,Preto,Dafiti,Mocassim Feminino Jorge Bischoff Couro Preto,"Calçados,Calçados Femininos,Mocassim","R$ 499,00","R$ 279,99","R$ 297,86",4x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Spikes Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 189,90","R$ 129,99","R$ 138,29",2x
Jorge Bischoff,Marrom,Dafiti,Sandália Feminina Jorge Bischoff Salto A...,"Calçados,Calçados Femininos,Sandálias","R$ 649,00","R$ 249,99","R$ 265,95",4x
Santa Lolla,Preto,Dafiti,Rasteira Santa Lolla Tachas Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 229,90","R$ 119,99","R$ 127,65",2x
Vizzano,Preto,Dafiti,Bota Feminina Vizzano Cano Baixo Pedraria Preta,"Calçados,Calçados Femininos,Botas,Coturno e Biker","R$ 229,99","R$ 149,99","R$ 159,56",2x
Arezzo,Verde,Dafiti,Sandália Feminina Arezzo Salto Alto Tiras Verde,"Calçados,Calçados Femininos,Sandálias","R$ 439,90","R$ 413,50","R$ 439,89",7x
Luiza Barcelos,Caramelo,Dafiti,Scarpin Feminino Luiza Barcelos Couro Caramelo,"Calçados,Calçados Femininos,Scarpin","R$ 699,90",N/A,"R$ 699,90",10x
Beira Rio,Marrom,Dafiti,Bota Feminina Beira Rio Cano Baixo Salto...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,99","R$ 159,99","R$ 170,20",2x
Bottero,Preto,Dafiti,Sapatilha Feminina Bottero Detalhe Metálico Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 219,99","R$ 159,99","R$ 170,20",2x
Santa Lolla,Bordô,Dafiti,Sapatilha Feminina Santa Lolla Laço Bordô,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 229,90","R$ 169,99","R$ 180,84",3x
Luiza Barcelos,Bege,Dafiti,Sandália Feminina Luiza Barcelos Salto M...,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 659,90","R$ 419,99","R$ 446,80",7x
Loucos e Santos,Preto,Dafiti,Bota Loucos E Santos Cano Curto Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 599,00","R$ 199,99","R$ 212,76",3x
VIA UNO,Preto,Dafiti,Sandália Feminina Via Uno Baixa Pedraria Preta,"Calçados,Calçados Femininos,Sandálias","R$ 159,99","R$ 89,99","R$ 95,73",1x
Luiza Barcelos,Dourado,Dafiti,Sapatilha Feminina Luiza Barcelos Trança...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 999,90","R$ 629,99","R$ 670,20",10x
DAFITI SHOES,Prata,Dafiti,Rasteira Papete Toalha da Mamma Prata Da...,"Calçados,Calçados Femininos,Papete","R$ 419,99","R$ 259,99","R$ 276,59",4x
Ramarim,Bege,Dafiti,Sandália Ramarim Lisa Bege,"Calçados,Calçados Femininos,Sandálias,Sandália Plataforma","R$ 189,97","R$ 89,99","R$ 95,73",1x
Melissa,Preto,Dafiti,Rasteira Feminina Melissa Logo Preta,"Calçados,Calçados Femininos,Chinelos,Rasteirinhas","R$ 119,90","R$ 112,70","R$ 119,89",2x
Capodarte,Dourado,Dafiti,Sandália Baixa Feminina Capodarte Tiras ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 650,00","R$ 309,99","R$ 329,78",5x
Vizzano,Off-white,Dafiti,Mocassim Feminino Vizzano Laço Detalhe Off-White,"Calçados,Calçados Femininos,Mocassim","R$ 139,90","R$ 69,99","R$ 74,46",1x
Santa Lolla,Rosa,Dafiti,Tênis Feminino Santa Lolla Bico Redondo Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90","R$ 179,99","R$ 191,48",3x
Jorge Bischoff,Nude,Dafiti,Sapatilha Feminina Jorge Bischoff Textur...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 499,00","R$ 239,99","R$ 255,31",4x
Beira Rio,Caramelo,Dafiti,Sandália Alta Feminino Beira Rio Salto B...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 119,99","R$ 127,65",2x
Arezzo,Preto,Dafiti,Bota Feminina Arezzo Cano Baixo Salto Qu...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 399,90","R$ 375,90","R$ 399,89",6x
Luiza Barcelos,Café,Dafiti,Bota Luiza Barcelos Cano Baixo Salto Grosso Café,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 599,90","R$ 563,90","R$ 599,89",10x
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Tiras Cruzadas Preta,"Calçados,Calçados Femininos,Sandálias","R$ 149,90","R$ 79,99","R$ 85,10",1x
Beira Rio,Preto,Dafiti,Rasteira Flatform Beira Rio Aplicação Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 169,99","R$ 89,99","R$ 95,73",1x
Bottero,Preto,Dafiti,Sapatilha Feminina Bottero Couro Vazado Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 309,99","R$ 219,99","R$ 234,03",3x
Vizzano,Branco,Dafiti,Sandália Feminina Vizzano Bloco Aplicaçõ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 109,99","R$ 117,01",1x
Arezzo,Caramelo,Dafiti,Mocassim Arezzo Detalhe Metálico Caramelo,"Calçados,Calçados Femininos,Mocassim","R$ 399,99","R$ 375,99","R$ 399,99",6x
VIA UNO,Marrom,Dafiti,Sandália Feminina Via Uno Salto Médio Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 129,99","R$ 99,99","R$ 106,37",1x
Vizzano,Marrom,Dafiti,Scarpin Feminino Vizzano Salto Bloco Bic...,"Calçados,Calçados Femininos,Scarpin","R$ 189,90","R$ 129,99","R$ 138,29",2x
Beira Rio,Preto,Dafiti,Bota Beira Rio Cano Baixo Preto,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 119,99","R$ 69,99","R$ 74,46",1x
Loucos e Santos,Marrom,Dafiti,Rasteira Feminina Loucos e Santos Tachas Marrom,"Calçados,Calçados Femininos,Sandálias,Chinelos,Rasteirinhas","R$ 349,00","R$ 179,99","R$ 191,48",3x
Jorge Bischoff,Off-white,Dafiti,Sandália Feminina Jorge Bischoff Salto A...,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 549,00","R$ 219,99","R$ 234,03",3x
VIA UNO,Marrom,Dafiti,Rasteira Feminina VIA UNO Esferas Decora...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,99","R$ 79,99","R$ 85,10",1x
Vizzano,Prata,Dafiti,Rasteira Feminina Vizzano Fechada Flores...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 89,99","R$ 95,73",1x
Beira Rio,Marrom,Dafiti,Sandália Feminina Beira Rio Salto Bloco Marrom,"Calçados,Calçados Femininos,Tamanco","R$ 129,99","R$ 89,99","R$ 95,73",1x
Arezzo,Marrom,Dafiti,Sandália Feminina Arezzo Bico Quadrado Marrom,"Calçados,Calçados Femininos,Tamanco","R$ 399,90","R$ 375,90","R$ 399,89",6x
Modare,Preto,Dafiti,Sandália Feminina Modare Tiras Detalhe Preta,"Calçados,Calçados Femininos,Sandálias","R$ 109,90","R$ 84,99","R$ 90,41",1x
Lança Perfume,Vinho,Dafiti,Sandália Feminina Lança Perfume Couro Sa...,"Calçados,Calçados Femininos,Sandálias","R$ 593,00","R$ 379,99","R$ 404,24",6x
Moleca,Cinza,Dafiti,Rasteira Flat Moleca Tiras Metalizadas Grafite,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 54,99","R$ 58,50",1x
Arezzo,Dourado,Dafiti,Sandália Arezzo Salto Bloco Metalizada Platino,"Calçados,Calçados Femininos,Sandálias","R$ 379,99","R$ 357,19","R$ 379,99",6x
Santa Lolla,Caramelo,Dafiti,Scarpin Feminino Santa Lolla Slingback C...,"Calçados,Calçados Femininos,Scarpin","R$ 229,90","R$ 179,99","R$ 191,48",3x
Beira Rio,Verde,Dafiti,Sandália Feminina Beira Rio Salto Médio Verde,"Calçados,Calçados Femininos,Tamanco","R$ 129,90","R$ 89,99","R$ 95,73",1x
Moleca,Bege,Dafiti,Sapatilha Feminina Moleca Bico Fino Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 59,90","R$ 39,99","R$ 42,54",1x
Jorge Bischoff,Caramelo,Dafiti,Sandália Feminina Jorge Bischoff Salto B...,"Calçados,Calçados Femininos,Sandálias","R$ 499,00","R$ 219,99","R$ 234,03",3x
Moleca,Marrom,Dafiti,Sapatilha Feminina Moleca Laço Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 109,99","R$ 64,99","R$ 69,14",1x
Beira Rio,Nude,Dafiti,Sandália Feminina Beira Rio Salto Bloco Nude,"Calçados,Calçados Femininos,Sandálias","R$ 99,90","R$ 79,99","R$ 85,10",1x
Moleca,Off-white,Dafiti,Sandália Baixa Moleca Tiras Brilhosas Off-White,"Calçados,Calçados Femininos,Sandálias","R$ 119,90","R$ 59,99","R$ 63,82",1x
Moleca,Off-white,Dafiti,Rasteira Slide Moleca Hotfix Off-White,"Calçados,Calçados Femininos,Papete","R$ 109,90","R$ 54,99","R$ 58,50",1x
Mooncity,Café,Dafiti,Bota Anabela Mooncity Cano Baixo Fivela Café,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 169,99","R$ 129,99","R$ 138,29",2x
Beira Rio,Caramelo,Dafiti,Sandália Feminina Beira Rio Espadrille Caramelo,"Calçados,Calçados Femininos,Rasteirinhas","R$ 139,99","R$ 89,99","R$ 95,73",1x
FARM,Verde,Dafiti,Rasteira Feminina FARM Estampa Tropical Verde,"Calçados,Calçados Femininos,Rasteirinhas","R$ 299,99","R$ 139,99","R$ 148,93",2x
Vizzano,Caramelo,Dafiti,Tamanco Vizzano Aplicação Caramelo,"Calçados,Calçados Femininos,Tamanco","R$ 159,90","R$ 79,99","R$ 85,10",1x
VIA UNO,Marrom,Dafiti,Rasteira Feminina Via Uno Slide Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,99","R$ 69,99","R$ 74,46",1x
Bottero,Preto,Dafiti,Bota Bottero Camurça Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 429,99","R$ 199,99","R$ 212,76",3x
Vizzano,Off-white,Dafiti,Sandália Feminina Vizzano Salto Bloco Ta...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 219,99","R$ 139,99","R$ 148,93",2x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Tiras Pedrarias Preta,"Calçados,Calçados Femininos,Sandálias","R$ 139,90","R$ 79,99","R$ 85,10",1x
Santa Lolla,Vermelho,Dafiti,Sapatilha Santa Lolla Tachas Metalizadas Vermelha,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 399,90","R$ 249,99","R$ 265,95",4x
Anacapri,Preto,Dafiti,Scarpin Mule ANACAPRI Bridão Preto,"Calçados,Calçados Femininos,Scarpin","R$ 259,90","R$ 139,99","R$ 148,93",2x
Bebecê,Nude,Dafiti,Sapatilha Feminina Bepecê Texturizada Nude,"Calçados,Calçados Femininos,Mocassim","R$ 89,99","R$ 64,99","R$ 69,14",1x
Arezzo,Preto,Dafiti,Sandália Rasteira Arezzo Tiras Nó Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 299,99","R$ 281,99","R$ 299,99",5x
Anacapri,Preto,Dafiti,Sapatilha Anacapri Lisa Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 169,90","R$ 149,99","R$ 159,56",2x
Bebecê,Preto,Dafiti,Bota Over The Knee Bebecê Cano Alto Camu...,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 329,90","R$ 229,99","R$ 244,67",4x
Luiza Barcelos,Marrom,Dafiti,Sandália Feminina Luiza Barcelos Tiras T...,"Calçados,Calçados Femininos,Tamanco","R$ 599,90","R$ 329,99","R$ 351,05",5x
Mooncity,Café,Dafiti,Bota Anabela Mooncity Cano Baixo Fivela Café,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 159,99","R$ 119,99","R$ 127,65",2x
Vizzano,Marrom,Dafiti,Mocassim Vizzano Detalhe Metalizado Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 169,99","R$ 89,99","R$ 95,73",1x
Bottero,Dourado,Dafiti,Sapatilha Bottero Metalizada Dourada,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 179,90","R$ 159,99","R$ 170,20",2x
Melissa,Branco,Dafiti,Chinelo Slide Melissa Free Print Branco,"Calçados,Calçados Femininos,Chinelos","R$ 189,90","R$ 178,50","R$ 189,89",3x
Mooncity,Preto,Dafiti,Bota Feminina Mooncity Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 189,99","R$ 149,99","R$ 159,56",2x
Capodarte,Preto,Dafiti,Bota Feminina Capodarte Cano Alto Matelassê Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 990,00","R$ 689,99","R$ 734,03",10x
Beira Rio,Caramelo,Dafiti,Sandália Beira Rio Tressê Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 169,99","R$ 89,99","R$ 95,73",1x
Santa Lolla,Bege,Dafiti,Bota Feminina Santa Lolla Cano Alto Couro Bege,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 499,90","R$ 379,99","R$ 404,24",6x
Arezzo,Marrom,Dafiti,Mocassim Arezzo Bico Redondo Dourado Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 299,99","R$ 281,99","R$ 299,99",5x
Santa Lolla,Nude,Dafiti,Sandália Santa Lolla Tiras Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 189,90","R$ 129,99","R$ 138,29",2x
Jorge Bischoff,Marrom,Dafiti,Scarpin Feminino Jorge Bischoff Couro Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 649,00","R$ 429,99","R$ 457,44",7x
Vizzano,Preto,Dafiti,Scarpin Feminino Vizzano Salto Médio Cor...,"Calçados,Calçados Femininos,Scarpin","R$ 219,90","R$ 159,99","R$ 170,20",2x
Moleca,Nude,Dafiti,Chinelo Feminino Moleca Dedo Listrado Nude,"Calçados,Calçados Femininos,Chinelos","R$ 54,90","R$ 34,99","R$ 37,22",1x
Arezzo,Marrom,Dafiti,Sandália Feminina Arezzo Salto Bloco Det...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 499,90","R$ 249,90","R$ 265,85",4x
Luiza Barcelos,Marrom,Dafiti,Bota Feminina Luiza Barcelos Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 699,90","R$ 657,90","R$ 699,89",10x
